phylum,kingdom,CC4_203_high_fert,CC4_261_no_fert,CC4_264_no_fert_till,CC4_284_high_fert,CC4_287_high_fert_till,CC4_304_no_fert,CC4_309_high_fert,CC4_50_high_fert_till,CC4_59_no_fert_till,CC4_82_no_fert_till,CC4_93_no_fert,Cuba8_248_no_fert_till,Cuba8_254_no_fert,Cuba8_260_no_fert_till,Cuba8_263_high_fert_till,Cuba8_279_no_fert,Cuba8_308_no_fert_till,Cuba8_315_high_fert,Cuba8_320_high_fert_till,Cuba8_7_high_fert_till,Cuba8_8_high_fert,DAOM197198_104_no_fert,DAOM197198_150_high_fert_till,DAOM197198_158_high_fert,DAOM197198_16_high_fert_till,DAOM197198_18_no_fert,DAOM197198_210_no_fert_till,DAOM197198_235_no_fert,DAOM197198_240_no_fert_till,DAOM197198_286_high_fert_till,DAOM197198_40_no_fert_till,DAOM197198_5_high_fert,DAOM197198_72_high_fert,Control_125_high_fert,Control_128_high_fert_till,Control_139_no_fert_till,Control_17_no_fert,Control_23_no_fert_till,Control_25_high_fert_till,Control_30_high_fert,Control_33_high_fert,Control_52_no_fert,Control_71_no_fert_till,Control_74_no_fert,Control_95_high_fert_till
Chrysiogenota,Bacteria,0,0,0.619696351,0,0,0,0.33137128,0,0.366432156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chytridiomycota,Fungi,66.27636768,59.3224093,77.75574224,53.56471362,103.1354972,50.33552325,116.9615487,80.46509181,88.82267747,122.725844,114.4171574,77.21883116,85.45632116,89.89712172,57.16190386,52.5272313,114.1646158,29.60666278,37.21112747,216.7700758,29.08047674,0,143.9277989,115.7636289,49.53217238,59.69855956,107.0220031,141.7531562,139.5102392,144.135357,85.13624443,71.04550994,213.9261111,77.33412762,108.8751168,74.73956146,36.42517676,69.83532901,26.15068936,49.63013075,48.94113242,55.65613429,111.3315218,78.57049217,63.19206349
Ciliophora,Protists ,518.4937352,393.3090457,462.3014215,395.991339,440.0968889,297.3365065,824.8850881,1143.831094,1490.169909,1487.172245,847.8124176,581.1996739,794.4208705,584.043678,248.9543032,296.7640314,842.4185745,285.2677928,237.4608523,2661.311401,897.6732104,0,669.5675431,635.4994121,1595.305193,696.1242411,1514.184281,1182.299515,889.9027208,1476.355051,1011.763989,118.2697572,1583.963501,674.2516203,291.3475515,419.6951613,165.4316089,504.1110553,411.075181,528.7375007,543.5266717,334.8522018,581.147513,495.540826,673.5139722
Coprothermobacterota,Bacteria,0,1.193188456,0.281089063,0,0,0,0,0,0,0,0,0,0.184297811,0.326439546,0,0,0.532617494,0,1.931170805,0,0,0,0,0,0,0,0.808850034,0.176560552,0.776986565,0.352177038,0,0,0,0,0.11841804,0,0,0.644335645,0,0,0,0.061831231,0,0.156590781,0
Cossaviricota,Viruses,0.038740735,0,0,0,0,0.705985818,0,0.271598215,0,0,0,0,0,0,0,0.164362313,0.541639941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cressdnaviricota,Viruses,0,1.616777616,1.250233549,0.51959915,0.58499024,0.885809364,0.052665196,0.186230569,9.045716534,4.147748353,6.113240394,0,0,0,0.176831053,1.065317779,3.465897267,0,0.022219968,3.91023942,0,0,0,0,0,1.378268657,0.028149963,0.206265251,0.146458812,0.007409317,0.102158431,0,0,0.307157164,0,0,8.117922933,0.424241064,0.398218924,0.056841661,0.111292464,0.051825347,0,0,0.087232906
Cryptomycota,Fungi,6.357790063,6.689160646,8.181178587,6.10635285,7.99278598,2.798190385,11.36865492,8.024199793,13.55268664,10.347723,20.28380559,12.52459055,12.87561852,17.97090124,9.724109215,4.751926349,18.95255301,3.634520785,1.630287977,18.28857809,5.572812003,0,15.38058751,6.177344327,0,6.860030103,14.54410951,14.45747137,11.48010657,6.344126626,10.21001095,3.216558165,11.90617732,5.183061652,8.987131099,5.652802799,4.747689557,7.378107761,3.951955127,5.061324994,2.689514081,4.63276335,9.396742502,6.310791815,5.490049117
Cyanobacteriota,Bacteria,886.0941308,430.7890265,1596.039448,161.6608805,145.698272,375.8566473,184.5336946,2574.07305,1277.871758,14308.25591,3802.561942,1262.817235,1591.653491,534.19208,6628.620972,1176.792842,2065.693795,497.9016492,670.3328452,15229.90673,1232.189896,0,21797.50714,267.6052367,1434.153213,603.4575362,2847.269232,475.119685,581.8019988,317.1541183,406.6872388,823.8725426,1135.78104,168.3446003,251.8895005,1096.523496,223.8270085,967.2011325,803.5837588,1263.660512,1019.976426,1430.121759,18868.44663,2879.020135,1214.429554
Deferribacterota,Bacteria,0.166192139,0.289026512,2.426653157,0.075804402,0,0.764714497,0,0.210179225,0.466599989,0.503498281,0,0.051550989,0.569446769,1.322294703,1.000536914,0.55557325,1.136360018,0.037969991,0.031362791,0.958297853,0,0,3.326057861,4.315151155,0,11.75661405,2.101567809,9.546482,2.46030705,11.18933691,7.71883245,6.072822168,1.059406091,0.044949829,0.061824936,0,0.510080872,0.652775929,0,0,0.143771216,0.107671626,0.496399668,0,0.225380597
Deinococcota,Bacteria,19.52763679,31.84946133,46.40159688,88.18400819,7.877563719,33.89527913,18.50750421,17.36404069,38.23508844,17.5579635,9.850186362,16.50468053,18.33898824,26.98861081,15.54971614,10.03759875,36.86226468,9.880145689,13.7573243,13.39376452,11.21549809,0,40.48891696,19.80227534,203.2759804,20.34469596,131.9030855,35.92345987,30.75635388,32.79552437,18.4694607,18.6817145,34.64657585,38.22591588,19.63637554,10.32920343,26.86319737,11.40940221,9.663653233,8.331993662,5.458476134,7.356469804,5.460644974,12.0862731,7.714134203
Dictyoglomota,Bacteria,0.038857424,0,0.124881436,0.082368789,0.103335061,0.20181058,0.521635287,0.024318604,0,0,0,0,0,0.58868545,0,0,1.115329425,0.568729915,0.238581233,0.126329763,0,0,0,0,0,0.745555651,0,0,0,0,0,0,0,0.162904189,0.47476034,0,0,0.203560457,0.207409578,0.029455305,0,0,0.098811431,0,0.060411294
Discosea,Protists ,183.0339155,59.52729202,116.7055656,90.18895442,122.8013757,68.91563389,216.0945637,274.278855,119.9733885,305.8758871,172.428853,182.3933687,181.2483967,264.0788375,132.753474,87.46417237,254.7795308,90.22666481,82.03006271,396.4674875,155.0125703,0,463.1028883,194.6169952,313.5918864,158.0188674,508.1055598,173.9882874,391.5601038,352.242237,149.5090133,246.0782126,269.6681701,112.2075374,118.9920157,137.8341171,90.83253817,181.1087594,108.6735401,109.707689,83.52731811,77.60469177,205.2753029,128.5208773,237.572845
Duplornaviricota,Viruses,5.258710733,3.009956107,1.366115682,2.413252504,56.96319713,9.713167818,5.149801678,27.24115347,2.20154371,6.819937741,36.83858388,6.265420673,4.107521805,3.567612008,7.42938484,2.513515247,17.91579454,4.627939651,2.841088533,17.7801435,8.610918494,0,11.33901686,8.602652597,4.6711427,2.226147364,4.049386745,4.594403918,9.806301171,4.119180663,4.090651653,1.401154796,4.294511066,3.7137544,20.10510437,1.411777993,1.640998351,2.500855171,23.26153041,6.257678585,5.922957928,14.07816683,1.789410702,20.21011767,8.241027564
Elusimicrobiota,Bacteria,1.857430471,48.43259256,109.1219312,1.791313952,1.866605242,7.657089854,3.582616262,2.48082524,48.40728867,21.85116512,11.35404916,22.67691109,37.62590191,58.73896063,3.76993196,20.7259105,58.14655158,2.599124371,5.995694048,5.443298736,0.914067792,0,3.281774155,7.193136606,40.49500795,33.95337235,46.79627344,49.457672,29.95396261,3.742709986,12.84402252,8.181350168,4.413254415,0.565742084,1.624075152,12.10924832,51.22919744,7.609855341,0.738470414,2.796898231,1.612202045,6.955329592,4.527089251,1.838884133,0.689751654
Endomyxa,Protists ,36.60378794,31.23098822,70.63792999,20.54830839,45.97246573,25.81566887,64.49791292,98.36950947,136.6932184,108.8601919,105.6065165,47.37976548,49.35790334,78.08990602,41.72162576,29.23663001,99.15290691,17.72254172,36.65842432,112.7399971,26.61692759,0,64.87419181,50.60465681,131.8667815,34.89721944,104.9784598,81.37741176,66.43177578,52.5546613,79.77625271,58.75601164,109.3786278,19.26885281,27.07855167,52.40136542,19.89533079,29.53648021,10.68545056,26.26589119,21.47301939,38.32931861,25.34072947,33.99874727,28.39632625
Euglenozoa,Protists ,37.53508089,44.79424358,128.8891741,24.52361548,72.36107489,55.08691204,45.4448605,85.56824012,188.8052247,159.6286584,118.2659083,99.88881638,114.1259406,125.8591337,43.73418191,64.94639887,179.0129793,182.4208696,105.212692,154.1306652,22.66177648,0,80.09042733,66.10357648,136.0987322,50.5786997,127.803628,107.9433937,135.9105344,28.71429999,66.6156453,23.14150415,145.5007931,167.8723686,30.04106835,82.6691022,57.15649208,145.9990148,21.40860699,104.341033,86.90594966,43.5941029,50.93545701,79.55469093,60.59396459
Evosea,Protists ,345.6990458,147.4339878,357.3787975,215.6101971,255.255172,210.2617513,459.3741091,709.2034279,514.6579982,559.0223211,764.0716302,446.6427936,541.9738511,631.9055772,360.8332672,263.3759475,676.9322375,205.518325,177.2076052,661.7684707,290.9590565,0,616.1939294,242.0289707,469.5381094,249.2248728,654.9426923,471.7542092,559.1622754,295.9171021,439.7301951,187.2440707,635.2624338,268.0714529,280.6530914,366.831494,229.2271583,328.6189502,113.1502865,329.2863162,234.7018795,273.2886113,477.4008643,921.8866387,429.3911221
Fibrobacterota,Bacteria,4.193684741,93.16620269,194.2164567,5.076974609,2.389901081,23.43126945,103.3266746,85.73853094,181.8903579,195.6349573,50.14279835,59.99409912,103.0516921,173.3650594,7.515259907,67.07107082,187.5933898,16.93188982,4.411999364,172.5190353,42.10613835,0,6.504929402,17.32013625,48.03039668,113.8797049,116.8977828,115.5332055,99.48647544,3.339220966,55.95261655,0.133163704,40.47658081,3.613887859,4.473735268,68.60365046,71.93238905,25.24027765,5.477876832,33.01542107,9.799836064,32.87705686,17.53678315,17.6651578,26.89636092
Fidelibacterota,Bacteria,2.667334981,12.49966938,24.41539739,5.329814515,1.813994719,6.624619803,3.65710614,4.077956395,8.450529332,8.485062912,2.339396782,8.564578529,9.971588811,16.35431429,4.756595388,4.8453354,14.92958539,1.239871493,5.943511788,9.746987354,3.077813098,0,5.331279435,3.149545734,0,12.44559443,16.48101026,13.15141009,10.07211088,4.891869335,12.62099552,0.690923152,6.483029803,2.153542978,3.784744807,6.273375937,8.164907296,7.926411667,2.304050845,2.726784162,1.770734108,4.995588821,6.1148325,4.371250993,1.898777593
Fusobacteriota,Bacteria,0.439218547,0.820005342,0.508102186,0.418098938,0,0.15152909,1.115077837,0.358319367,0.489062826,2.462744854,1.301312512,0.20420297,1.255016339,1.713251925,1.740521659,0.540703025,2.311164115,0,0.542167207,1.252328684,0.969706701,0,2.33496977,1.742153022,32.58629127,0.787624345,1.319692011,1.139064916,1.714395713,1.071993604,0.135071338,0,0.040905628,1.771966251,1.297248276,1.728870417,1.230195044,0.603079832,0.546355612,0.085297236,0.376750201,1.264847,0.678644973,1.658731017,0.240611587
Gemmatimonadota,Bacteria,679.4329101,8445.103619,7466.901312,2208.021775,827.220431,3226.842227,1648.544736,372.3221357,1027.361705,2352.869364,732.5350511,2044.971086,1806.545578,2695.51774,1959.952415,1907.841607,3318.343952,3167.215364,1286.284694,833.5183152,1510.381908,0,1038.196761,1097.515028,2533.496127,3935.308287,3078.77654,3174.761252,1752.562028,2069.91882,1020.134721,4507.873982,759.6326169,603.942155,996.1066696,597.3605733,5751.059406,588.6157301,1368.119005,446.5010033,324.9185739,730.9124825,549.8073185,434.3149224,449.2060614
Haptophyta,Protists ,18.37961121,7.436616783,15.70384909,15.81618061,20.55385356,12.29232301,29.82492238,17.12904117,24.04837918,21.22328818,18.98084521,13.536582,16.04364548,19.98826273,24.38809362,16.49182843,28.74571945,34.46845708,16.2251045,35.08785058,28.83452938,0,19.19197172,16.65467127,24.54010276,10.13090203,24.88717521,19.33870302,16.64304139,17.03844026,20.07341641,13.2369123,25.22491724,10.99295887,16.96188249,10.39865433,8.528416673,8.180911053,7.143681527,10.26167939,8.923442267,8.107552734,8.705653516,10.78736541,11.28315424
Heterolobosea,Protists ,28.96308777,10.15913995,41.41807031,17.20773986,21.09195486,21.41945379,37.73039029,41.39522052,43.55584059,52.08116044,44.83771826,33.40006536,42.80567945,48.58243954,36.10700922,20.27971373,55.39609657,12.63114141,20.1415756,62.25222012,19.06870488,0,40.01712294,18.1328749,67.29444673,19.56930537,57.14901308,41.68194398,36.5232456,22.51748502,38.61588395,27.34144155,52.55823406,17.00359381,21.68173475,22.34806302,12.3251582,22.96087583,6.492883735,26.24070277,17.02834499,22.59361034,23.2517291,35.96729734,30.40727596
Hofneiviricota,Viruses,0,0,0,0,0,0,0,0,0.904435032,0.300608893,0.343619669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.243917999,0,1.772716622,0,0,0,0,0,0
Ignavibacteriota,Bacteria,19.69022801,37.19964041,62.52076889,18.65876875,6.887503616,56.13532657,36.09738587,15.50686664,119.757134,47.88070854,56.84637992,41.71987441,69.20666192,72.00060076,15.06323209,37.02549675,104.8205854,13.44975432,17.03607442,19.90273189,13.6005091,0,26.68928353,27.18007077,26.52519643,38.56026263,78.91723676,67.65519326,42.11447598,9.188180261,87.98695298,9.485408286,19.8792897,61.32058805,96.2244036,333.6323997,201.4428506,66.04476991,22.91482815,37.04392596,57.55951129,45.30232369,376.7828578,63.84774451,32.01518811
Kiritimatiellota,Bacteria,1.196928244,5.17959829,15.71908654,0.611258879,0.82498114,2.751077727,0.701317237,0.891309242,4.527409982,4.444858554,2.510361936,4.115289299,2.856769339,5.675231257,0.80434038,0.801306981,7.073390334,0.167000757,1.192752933,4.089039968,3.986489061,0,1.17901471,2.23794109,0,2.840255593,7.160847058,6.486758669,4.237605479,0.807806524,4.029887527,0,1.963494858,0.095242531,0.036152199,1.808305703,2.57316282,0.276335268,0.129067168,0.599309741,0.895574156,0.902051047,1.242735125,0.579297053,0.096880785
Kitrinoviricota,Viruses,50.04832773,20.36873945,44.02350128,83.71991944,78.99229873,53.97731424,180.1532158,76.26541507,30.63773307,8.061958673,32.96408703,38.24641845,28.07892448,22.47257996,57.14387515,38.44500024,33.84521428,86.98429185,28.92173986,118.6834762,62.16703358,0,134.2605454,59.39115176,28.15624691,39.04632455,42.49391491,48.65438496,29.90295597,93.55088917,32.57098996,114.99497,27.48714989,49.5915568,72.9110084,11.92694126,66.00001818,100.1334113,81.27816816,20.3099588,55.89001163,32.24159919,9.158138694,30.21689067,37.65085241
Lenarviricota,Viruses,3003.031705,1508.19992,1269.957453,3767.208262,3498.139972,4008.652644,5836.204274,1627.851437,1293.950537,621.418338,539.9900582,2530.625094,1002.368308,1223.965767,1223.084642,1367.208156,1238.046085,2243.365189,2330.727292,2790.572407,2787.413194,0,1155.388778,953.4423821,3288.544115,1895.895575,843.0700341,1258.80043,617.0929594,2284.083819,830.7457508,3210.443121,1541.249928,1044.991726,3000.907029,500.5252865,1798.182771,781.0375218,2134.155813,970.8046331,1433.770104,1005.812578,360.889639,912.065578,1324.17822
Lentisphaerota,Bacteria,2.525139657,2.408551777,7.670767571,1.131557788,0.16434606,2.192283362,1.382175832,1.396733672,4.100397433,2.810795594,1.880734034,3.211865444,4.750612294,5.564791466,1.686162335,2.158237314,8.527221501,1.067430838,3.349415419,3.41666227,1.01841343,0,1.132926276,0.04089088,0,6.446430029,8.906570195,5.809480111,4.786849365,1.956305916,2.197442916,0,2.856854489,0.114674315,0.922083075,3.374519271,10.2776823,2.239100511,1.221558085,0.857370247,0.788987586,2.341688811,0.57735829,0.538080775,1.187355786
Methanobacteriota,Archaea,20.07549346,19.5751375,52.49888628,10.57072032,7.23102025,46.09611016,16.26032159,15.14730828,14.39341238,19.46754591,11.90799849,42.56998034,80.15115475,79.62861145,54.36221678,35.62479845,57.40953562,46.5984931,31.46092498,26.72137556,14.20170241,0,16.9348741,17.47478182,28.65767008,25.08289543,52.00080078,38.39397784,20.28277845,17.66485605,13.30325535,5.217617435,24.00413386,93.87195182,87.30680434,102.5742373,38.05877988,59.95649259,110.7198808,1017.885277,259.0261664,135.4541265,27.68210024,9.135804734,423.0229738
Microsporidia,Fungi,2.970536266,0,1.313272459,0.710683928,13.95206684,0.21753608,2.007361298,2.034870247,4.448004167,1.833904099,6.134902208,2.800614859,0.682683662,1.507019146,1.086143569,0.871168863,3.755206571,0.754535064,1.395878258,12.21416491,2.520568195,0,1.43281707,3.227367132,0,0,1.099258134,0.564312606,0.577840961,0.35390419,1.036900819,0,1.697610559,15.3715693,5.939247438,3.14444436,0.462683977,1.099000921,2.351327723,3.329932542,1.052937586,0.826040973,5.785378114,1.243180503,6.916112235
Mucoromycota,Fungi,6624.027737,2383.121245,2304.648063,4562.531521,4363.664602,3235.301309,9112.908664,2974.798113,6435.937731,6693.381415,7871.518947,6365.862926,7500.361716,8091.881818,7671.552561,7491.307587,6874.65512,5036.162902,8216.638952,5842.726413,6793.938975,0,3466.351669,4152.779961,1801.231529,17358.78606,2616.597893,15503.33495,6630.220574,4635.358244,2570.553448,6795.347025,4118.445524,2564.348811,7608.900993,5073.025511,4979.762552,3365.294165,2383.805919,2314.307666,2802.444631,1306.386044,1715.345241,5036.247562,2298.61573
Mycoplasmatota,Bacteria,25.71365885,22.83304883,16.95231745,22.44286174,19.09100659,25.17457076,26.5511597,80.43795707,23.68535046,31.22738932,23.93451388,37.20942093,16.43574742,20.16515929,23.64442337,14.58110967,18.42258221,20.69986837,14.7187031,15.53909654,23.65756647,0,32.48272741,11.45759881,74.89164032,31.87639351,16.02986073,27.36043464,22.66995283,11.76550958,25.76086268,5.895731726,20.1095264,19.86609085,22.06011454,29.09996754,15.92302236,14.67298044,13.5362115,15.03505239,21.8609832,15.15790461,34.63617003,20.35800856,18.05243475
Myxococcota,Bacteria,821.4879996,3299.115113,7135.273796,1055.642315,816.967193,1806.274987,761.8760036,1189.395949,4848.295028,3723.484608,2064.392261,2681.16031,3495.063437,6222.523691,849.5431224,2290.426975,8029.149674,807.0928676,780.6854047,757.3899472,1027.467415,0,958.5319775,1170.568605,6064.681424,4526.00175,7691.996598,5564.847545,3727.247853,938.6312763,3265.341404,1098.495615,1681.688102,528.6818585,547.3640302,3301.903827,3823.781203,3280.705087,666.2775956,1035.835089,481.4063057,2399.423386,2586.357265,655.9334156,504.3670322
Nanobdellota,Bacteria,9.331411105,22.1882894,67.13037035,12.99499058,10.97182037,21.17794461,20.69331393,16.94280097,26.29805135,17.93741025,18.24840032,18.13250737,31.52364837,37.31040924,17.29455473,16.72713552,37.03046297,8.859026905,11.85421494,25.12884877,20.4070926,0,16.40710808,15.91796644,0,26.85978578,41.99560645,49.9078984,23.69441198,18.04562899,14.53960942,15.35058854,19.98361868,8.701974973,8.26508254,11.92563482,9.246097702,6.322774196,7.135480184,6.833853711,5.803196278,6.369218079,5.752306652,14.18485708,12.7640225
Negarnaviricota,Viruses,102.6389736,34.37028756,17.91193713,41.47349686,43.77960178,72.36414483,89.01221319,36.29224904,17.6465883,25.80523152,45.42205555,27.36676021,32.23209792,20.65573219,64.38303495,31.8956911,31.72150188,88.39503755,27.36229311,39.19353529,88.56247658,0,147.8450124,40.66619371,55.66462089,14.55525259,89.86576206,58.94643735,36.96970512,65.49909438,17.54924033,36.91006865,32.54543603,63.18712142,49.19378695,16.81554132,22.27447237,12.49818088,46.39161674,15.97578709,7.582096282,12.15122575,45.76078654,20.02099428,17.80255452
Nitrososphaerota,Archaea,344.3281328,300.0637781,411.5388982,947.0091907,429.6201605,1114.477364,736.0306121,396.7899238,299.7187347,506.0172555,855.6319447,175.0147035,215.0519265,192.9339579,1319.552129,308.7680034,265.1086929,633.4431446,1389.392616,273.5695771,430.4282217,0,662.8245835,599.3373734,211.8886981,277.454532,235.4822055,213.0117775,180.7064392,715.0337217,2440.029766,693.4215647,959.4535133,161.2794291,221.7540071,656.9943555,139.2084913,1129.816395,244.8839496,754.8109442,336.8284668,815.0383729,696.2236891,27.82588444,264.6581897
Nitrospinota,Bacteria,16.01146774,56.08009068,78.76739744,51.38800698,79.73514013,63.05402061,30.2624878,4.897090579,12.9577387,14.75777633,17.56571448,22.09926871,25.61168324,29.88342112,57.12649696,18.77705076,25.09945872,24.10865941,39.12257127,4.776713514,4.515476143,0,18.18117087,15.37424247,117.8095511,59.01413926,42.69032509,70.22824844,17.46249131,39.88240532,19.12433147,31.26935843,14.13523306,8.869983341,23.68917647,21.01815931,98.51088496,9.361166987,16.5575447,4.078614544,3.937365231,8.471709186,10.51491493,9.273270535,6.655431529
Nitrospirota,Bacteria,1028.613447,410.5959048,628.2330344,2004.513077,474.2024764,1330.472527,999.9566413,197.7984494,155.7185301,126.6028952,228.8217147,238.9178066,246.0060775,330.1892706,1569.83587,254.0839136,575.7859576,1054.557879,1505.869931,548.1384896,495.6750557,0,1072.91743,2784.409087,353.9449893,453.8587836,472.0544441,394.6575133,627.1491594,3103.249951,113.3687828,3363.187515,486.6610599,747.8089608,842.0207254,150.2688467,331.8942555,99.30565406,825.7131725,629.4393042,205.5020355,88.39409169,116.6055496,51.64058941,225.2838481
